36,R12/H08/H12HS/V12,013M,Pcs,R12/H08/H12HS/V12 Nozzle dia. 1.3 Melf  AA06400,20800 ,Spare Nozzle for R12/H08/H12HS/V12 Placing Head : ,
37,R12/H08/H12HS/V12,018M,Pcs,R12/H08/H12HS/V12 Nozzle dia. 1.8 Melf  AA19G00,20800 ,Spare Nozzle for R12/H08/H12HS/V12 Placing Head : ,
38,R12/H08/H12HS/V12,025M,Pcs,R12/H08/H12HS/V12 Nozzle dia. 2.5 Melf  AA06500,20800 ,Spare Nozzle for R12/H08/H12HS/V12 Placing Head : ,
39,R12/H08/H12HS/V12,025G,Pcs,R12/H08/H12HS/V12 Nozzle dia. 2.5 with rubber pad AA0WT00,16000 ,Spare Nozzle for R12/H08/H12HS/V12 Placing Head : ,
40,R12/H08/H12HS/V12,037G,Pcs,R12/H08/H12HS/V12 Nozzle dia. 3.7 with rubber pad AA18C00,16000 ,Spare Nozzle for R12/H08/H12HS/V12 Placing Head : ,
41,R12/H08/H12HS/V12,050G,Pcs,R12/H08/H12HS/V12 Nozzle dia. 5.0 with rubber pad AA06300,17600 ,Spare Nozzle for R12/H08/H12HS/V12 Placing Head : ,
42,R12/H08/H12HS/V12,006WRS,Pcs,R12/H12HS/V12/H08 Placing head wide-range nozzle S (0603-1005) 2AGKNG021600,9600 ,Spare Nozzle for R12/H08/H12HS/V12 Placing Head : ,
43,R12/H08/H12HS/V12,011WRM,Pcs,R12/H12HS/V12/H08 Placing head wide-range nozzle M (1005-1608) 2AGKNG021700,9600 ,Spare Nozzle for R12/H08/H12HS/V12 Placing Head : ,
44,R12/H08/H12HS/V12,018WRL,Pcs,R12/H12HS/V12/H08 Placing head wide-range nozzle L (1608-2125) 2AGKNG021800,9600 ,Spare Nozzle for R12/H08/H12HS/V12 Placing Head : ,
45,R12/H08/H12HS/V12,,Set,Nozzle Storage Box AA78700,3700 ,Spare Nozzle for R12/H08/H12HS/V12 Placing Head : , (R12/H08/H12HS Nozzle/280 nozzles can be stored.)
46,H12L,002,Pcs,Nozzle Dia. 0.2 2AGTNT003400,100000 ,Spare Nozzle for H12L Placing Head : ,
47,H12L,003,Pcs,Nozzle Dia. 0.3 2AGTNT002200,100000 ,Spare Nozzle for H12L Placing Head : ,
48,H12L,004,Pcs,Nozzle Dia. 0.4 2AGTNT002500 ,100000 ,Spare Nozzle for H12L Placing Head : ,
49,H12L,007,Pcs,Nozzle Dia. 0.7 2AGTNT002300 ,100000 ,Spare Nozzle for H12L Placing Head : ,
50,H12L,010,Pcs,Nozzle Dia. 1.0 2AGTNT002600,100000 ,Spare Nozzle for H12L Placing Head : ,
51,H12L,013,Pcs,Nozzle Dia. 1.3 2AGTNT002700 ,100000 ,Spare Nozzle for H12L Placing Head : ,
52,H12L,018,Pcs,Nozzle Dia. 1.8 2AGTNT002800 ,100000 ,Spare Nozzle for H12L Placing Head : ,
53,H12L,025,Pcs,Nozzle Dia. 2.5 2AGTNT002400 ,100000 ,Spare Nozzle for H12L Placing Head : ,
54,H12L,037,Pcs,Nozzle Dia. 3.7 2AGTNT002900,100000 ,Spare Nozzle for H12L Placing Head : ,
55,H12L,050,Pcs,Nozzle Dia. 5.0 2AGTNT003000 ,100000 ,Spare Nozzle for H12L Placing Head : ,
56,H12L,,Pcs,Nozzle Storage Box (H12L) (280 nozzles can be stored) 2AGTHJ006400,14000 ,Spare Nozzle for H12L Placing Head : ,
57,DXR4,010,Pcs,R04 Nozzle  dia.1.0 2AGKNM000200,52000 ,Nozzle for DynaHead(R4 auto-tool),
58,DXR4,013,Pcs,R04 Nozzle  dia.1.3 2AGKNM000300,52000 ,Nozzle for DynaHead(R4 auto-tool),
59,DXR4,018,Pcs,R04 Nozzle  dia.1.8 2AGKNM000400,52000 ,Nozzle for DynaHead(R4 auto-tool),
60,DXR4,025,Pcs,R04 Nozzle  dia.2.5 2AGKNM000500,52000 ,Nozzle for DynaHead(R4 auto-tool),
61,DXR4,037,Pcs,R04 Nozzle  dia.3.7 2AGKNM000600,52000 ,Nozzle for DynaHead(R4 auto-tool),
62,DXR4,050,Pcs,R04 Nozzle  dia.5.0 2AGKNM000700,52000 ,Nozzle for DynaHead(R4 auto-tool),
63,DXR4,070,Pcs,R04 Nozzle  dia.7.0 2AGKNM000800,52000 ,Nozzle for DynaHead(R4 auto-tool),
64,DXR4,100,Pcs,R04 Nozzle  dia.10.0 2AGKNM000900,52000 ,Nozzle for DynaHead(R4 auto-tool),
65,DXR4,025G,Pcs,R04 Nozzle  dia.2.5 with rubber pad 2AGKNM001100,60000 ,Nozzle for DynaHead(R4 auto-tool),
66,DXR4,037G,Pcs,R04 Nozzle  dia.3.7 with rubber pad 2AGKNM001200,60000 ,Nozzle for DynaHead(R4 auto-tool),
67,DXR4,050G,Pcs,R04 Nozzle  dia.5.0 with rubber pad 2AGKNM001300,60000 ,Nozzle for DynaHead(R4 auto-tool),
68,DXR4,070G,Pcs,R04 Nozzle  dia.7.0 with rubber pad 2AGKNM001400,60000 ,Nozzle for DynaHead(R4 auto-tool),
69,DXR4,100G,Pcs,R04 Nozzle  dia.10.0 with rubber pad 2AGKNM001500,60000 ,Nozzle for DynaHead(R4 auto-tool),
70,DXR4,013M,Pcs,R04 Nozzle  dia.1.3 Melf  2AGKNM001700,80000 ,Nozzle for DynaHead(R4 auto-tool),
71,DXR4,018M,Pcs,R04 Nozzle  dia.1.8 Melf  2AGKNM001800,80000 ,Nozzle for DynaHead(R4 auto-tool),
72,DXR4,025M,Pcs,R04 Nozzle  dia.2.5 Melf  2AGKNM001900,80000 ,Nozzle for DynaHead(R4 auto-tool),
73,DXR4,,Set,Nozzle Storage Box 2AGKHJ019000,16000 ,Nozzle for DynaHead(R4 auto-tool), (R04 Nozzle/108 nozzles can be stored.)
74,DXS1,010,Pcs,S1 Nozzle  dia.1.0 2AGKNL017300,140000 ,Nozzle for DynaHead(S1),
75,DXS1,013,Pcs,S1 Nozzle  dia.1.3 2AGKNL013900,140000 ,Nozzle for DynaHead(S1),
76,DXS1,018,Pcs,S1 Nozzle  dia.1.8 2AGKNL017400,140000 ,Nozzle for DynaHead(S1),
77,DXS1,025,Pcs,S1 Nozzle  dia.2.5 2AGKNL014000,140000 ,Nozzle for DynaHead(S1),
78,DXS1,037,Pcs,S1 Nozzle  dia.3.7 2AGKNL017500,140000 ,Nozzle for DynaHead(S1),
79,DXS1,050,Pcs,S1 Nozzle  dia.5.0 2AGKNL014100,140000 ,Nozzle for DynaHead(S1),
80,DXS1,070,Pcs,S1 Nozzle  dia.7.0 2AGKNL017600,140000 ,Nozzle for DynaHead(S1),
81,DXS1,100,Pcs,S1 Nozzle  dia.10.0 2AGKNL017700,140000 ,Nozzle for DynaHead(S1),
82,DXS1,150,Pcs,S1 Nozzle  dia.15.0 2AGKNL017800,140000 ,Nozzle for DynaHead(S1),
83,DXS1,200,Pcs,S1 Nozzle  dia.20.0 2AGKNL017900,140000 ,Nozzle for DynaHead(S1),
84,DXS1,025G,Pcs,S1 Nozzle  dia.2.5 with rubber pad 2AGKNL018000,140000 ,Nozzle for DynaHead(S1),
85,DXS1,037G,Pcs,S1 Nozzle  dia.3.7 with rubber pad 2AGKNL018100,140000 ,Nozzle for DynaHead(S1),
86,DXS1,050G,Pcs,S1 Nozzle  dia.5.0 with rubber pad 2AGKNL018200,140000 ,Nozzle for DynaHead(S1),
87,DXS1,070G,Pcs,S1 Nozzle  dia.7.0 with rubber pad 2AGKNL018300,140000 ,Nozzle for DynaHead(S1),
88,DXS1,100G,Pcs,S1 Nozzle  dia.10.0 with rubber pad 2AGKNL018400,140000 ,Nozzle for DynaHead(S1),
89,DXS1,150G,Pcs,S1 Nozzle  dia.15.0 with rubber pad 2AGKNL018500,140000 ,Nozzle for DynaHead(S1),
90,DXS1,200G,Pcs,S1 Nozzle  dia.20.0 with rubber pad 2AGKNL018600,140000 ,Nozzle for DynaHead(S1),
91,DXS1,013M,Pcs,S1 Nozzle  dia.1.3 Melf  2AGKNL018700,140000 ,Nozzle for DynaHead(S1),
92,DXS1,018M,Pcs,S1 Nozzle  dia.1.8 Melf  2AGKNL018800,140000 ,Nozzle for DynaHead(S1),
93,DXS1,025M,Pcs,S1 Nozzle  dia.2.5 Melf  2AGKNL018900,140000 ,Nozzle for DynaHead(S1),
94,DXS1,,Set,Nozzle Storage Box 2AGKHJ027300,16000 ,Nozzle for DynaHead(S1), (S1 Nozzle/25 nozzles can be stored.)
95,H08M,004,Pcs,H08M Nozzle dia. 0.4  AA8LS00,40000 ,Spare Nozzle for H08M Placing Head : ,
96,H08M,007,Pcs,H08M Nozzle dia. 0.7  AA8DX00,38400 ,Spare Nozzle for H08M Placing Head : ,
97,H08M,010,Pcs,H08M Nozzle dia. 1.0  AA8LT00,38400 ,Spare Nozzle for H08M Placing Head : ,
98,H08M,013,Pcs,H08M Nozzle dia. 1.3  AA8DY00,38400 ,Spare Nozzle for H08M Placing Head : ,
99,H08M,018,Pcs,H08M Nozzle dia. 1.8  AA8LW00,38400 ,Spare Nozzle for H08M Placing Head : ,
100,H08M,025,Pcs,H08M Nozzle dia. 2.5  AA8LX00,38400 ,Spare Nozzle for H08M Placing Head : ,
101,H08M,037,Pcs,H08M Nozzle dia. 3.7  AA8LY00,40000 ,Spare Nozzle for H08M Placing Head : ,
102,H08M,050,Pcs,H08M Nozzle dia. 5.0  AA8LZ00,41600 ,Spare Nozzle for H08M Placing Head : ,
103,H08M,070,Pcs,H08M Nozzle dia. 7.0  AA8MA00,44800 ,Spare Nozzle for H08M Placing Head : ,
104,H08M,100,Pcs,H08M Nozzle dia. 10.0  AA8MB00,51200 ,Spare Nozzle for H08M Placing Head : ,
105,H08M,150,Pcs,H08M Nozzle dia. 15.0  AA8MC00,51200 ,Spare Nozzle for H08M Placing Head : ,
106,H08M,013M,Pcs,H08M Nozzle dia. 1.3 Melf  AA8MN00,57600 ,Spare Nozzle for H08M Placing Head : ,
107,H08M,018M,Pcs,H08M Nozzle dia. 1.8 Melf  AA8MR00,57600 ,Spare Nozzle for H08M Placing Head : ,
108,H08M,025M,Pcs,H08M Nozzle dia. 2.5 Melf  AA8MS00,57600 ,Spare Nozzle for H08M Placing Head : ,
109,H08M,025G,Pcs,H08M Nozzle dia. 2.5 with rubber pad AA8ME00,40000 ,Spare Nozzle for H08M Placing Head : ,
110,H08M,037G,Pcs,H08M Nozzle dia. 3.7 with rubber pad AA8MF00,38400 ,Spare Nozzle for H08M Placing Head : ,
111,H08M,050G,Pcs,H08M Nozzle dia. 5.0 with rubber pad AA8MG00,40000 ,Spare Nozzle for H08M Placing Head : ,
112,H08M,070G,Pcs,H08M Nozzle dia. 7.0 with rubber pad AA8MH00,40000 ,Spare Nozzle for H08M Placing Head : ,
113,H08M,100G,Pcs,H08M Nozzle dia. 10.0 with rubber pad AA8MK00,41600 ,Spare Nozzle for H08M Placing Head : ,
114,H08M,150G,Pcs,H08M Nozzle dia. 15.0 with rubber pad AA8ML00,57600 ,Spare Nozzle for H08M Placing Head : ,
115,H08M,,Set,Nozzle Storage Box AA9EY00,17600 ,Spare Nozzle for H08M Placing Head : ,
116,H04,010,Pcs,H04 Nozzle dia. 1.0  AA06W00,28800 ,Spare Nozzle for H04 Placing Head : ,
117,H04,013,Pcs,H04 Nozzle dia. 1.3  AA06X00,28800 ,Spare Nozzle for H04 Placing Head : ,
118,H04,018,Pcs,H04 Nozzle dia. 1.8  AA06Y00,28800 ,Spare Nozzle for H04 Placing Head : ,
119,H04,025,Pcs,H04 Nozzle dia. 2.5  AA06Z00,28800 ,Spare Nozzle for H04 Placing Head : ,
120,H04,037,Pcs,H04 Nozzle dia. 3.7  AA07A00,28800 ,Spare Nozzle for H04 Placing Head : ,
121,H04,050,Pcs,H04 Nozzle dia. 5.0  AA07B00,28800 ,Spare Nozzle for H04 Placing Head : ,
122,H04,070,Pcs,H04 Nozzle dia. 7.0  AA07C00,35200 ,Spare Nozzle for H04 Placing Head : ,
123,H04,100,Pcs,H04 Nozzle dia. 10.0  AA07D00,46400 ,Spare Nozzle for H04 Placing Head : ,
124,H04,150,Pcs,H04 Nozzle dia. 15.0  AA07E00,51200 ,Spare Nozzle for H04 Placing Head : ,
125,H04,013M,Pcs,H04 Nozzle dia. 1.3 Melf  AA22Y00**,48000 ,Spare Nozzle for H04 Placing Head : ,
126,H04,018M,Pcs,H04 Nozzle dia. 1.8 Melf  AA22Z00**,48000 ,Spare Nozzle for H04 Placing Head : ,
127,H04,025M,Pcs,H04 Nozzle dia. 2.5 Melf  AA2KE00**,48000 ,Spare Nozzle for H04 Placing Head : ,
128,H04,025G,Pcs,H04 Nozzle dia. 2.5 with rubber pad AA07F00,48000 ,Spare Nozzle for H04 Placing Head : ,
129,H04,037G,Pcs,H04 Nozzle dia. 3.7 with rubber pad AA07G00,35200 ,Spare Nozzle for H04 Placing Head : ,
130,H04,050G,Pcs,H04 Nozzle dia. 5.0 with rubber pad AA07H00,35200 ,Spare Nozzle for H04 Placing Head : ,
131,H04,070G,Pcs,H04 Nozzle dia. 7.0 with rubber pad AA07K00,38400 ,Spare Nozzle for H04 Placing Head : ,
132,H04,100G,Pcs,H04 Nozzle dia. 10.0 with rubber pad AA07L00,38400 ,Spare Nozzle for H04 Placing Head : ,
133,H04,150G,Pcs,H04 Nozzle dia. 15.0 with rubber pad AA07M00,43200 ,Spare Nozzle for H04 Placing Head : ,
134,H04,,Set,Nozzle Storage Box AA1YM00,4800 ,Spare Nozzle for H04 Placing Head : ,H04 Nozzle / 88 nozzles can be stored
135,H04SF,010,Pcs,H04SF Nozzle dia. 1.0  AA8WT03,28800 ,Spare Nozzle for H04SF Placing Head : ,
136,H04SF,013,Pcs,H04SF Nozzle dia. 1.3  AA8TE03,28800 ,Spare Nozzle for H04SF Placing Head : ,
137,H04SF,018,Pcs,H04SF Nozzle dia. 1.8  AA8WW00,28800 ,Spare Nozzle for H04SF Placing Head : ,
138,H04SF,025,Pcs,H04SF Nozzle dia. 2.5  AA8WX00,28800 ,Spare Nozzle for H04SF Placing Head : ,
139,H04SF,037,Pcs,H04SF Nozzle dia. 3.7  AA93W02,28800 ,Spare Nozzle for H04SF Placing Head : ,
140,H04SF,050,Pcs,H04SF Nozzle dia. 5.0  AA93X00,28800 ,Spare Nozzle for H04SF Placing Head : ,
141,H04SF,070,Pcs,H04SF Nozzle dia. 7.0 AA93Y00,35200 ,Spare Nozzle for H04SF Placing Head : ,
142,H04SF,100,Pcs,H04SF Nozzle dia. 10.0 AA8WY00,44800 ,Spare Nozzle for H04SF Placing Head : ,
143,H04SF,150,Pcs,H04SF Nozzle dia. 15.0  AA8WZ00,48000 ,Spare Nozzle for H04SF Placing Head : ,
144,H04SF,013M,Pcs,H04SF Nozzle dia. 1.3 Melf  AA9NZ01,52800 ,Spare Nozzle for H04SF Placing Head : ,
145,H04SF,018M,Pcs,H04SF Nozzle dia. 1.8 Melf  AA9RA01,52800 ,Spare Nozzle for H04SF Placing Head : ,
146,H04SF,025M,Pcs,H04SF Nozzle dia. 2.5 Melf  2AGKNY001400,52800 ,Spare Nozzle for H04SF Placing Head : ,
147,H04SF,025G,Pcs,H04SF Nozzle dia. 2.5G with rubber pad AA8XA00,48000 ,Spare Nozzle for H04SF Placing Head : ,
148,H04SF,037G,Pcs,H04SF Nozzle dia. 3.7G with rubber pad AA8XB00,59200 ,Spare Nozzle for H04SF Placing Head : ,
149,H04SF,050G,Pcs,H04SF Nozzle dia. 5.0G with rubber pad  AA8XC00,62400 ,Spare Nozzle for H04SF Placing Head : ,
150,H04SF,070G,Pcs,H04SF Nozzle dia. 7.0G with rubber pad AA8XD00,64000 ,Spare Nozzle for H04SF Placing Head : ,
151,H04SF,100G,Pcs,H04SF Nozzle dia. 10.0G with rubber pad AA8XE00,65600 ,Spare Nozzle for H04SF Placing Head : ,
152,H04SF,15.0G,Pcs,H04SF Nozzle dia. 15.0G with rubber pad AA8XF00,60800 ,Spare Nozzle for H04SF Placing Head : ,
153,H04SF,,Set,Nozzle Storage Box AA1YM00,4800 ,Spare Nozzle for H04SF Placing Head : ,H04SF Nozzle / 88 nozzles can be stored
154,H01/H02F,010,Pcs,H01/H02F Nozzle dia. 1.0  AA0AS00,20800 ,Spare Nozzle for H01/H02F Placing Head : ,
155,H01/H02F,013,Pcs,H01/H02F Nozzle dia. 1.3  AA06800,25600 ,Spare Nozzle for H01/H02F Placing Head : ,
156,H01/H02F,018,Pcs,H01/H02F Nozzle dia. 1.8  AA0HL00,25600 ,Spare Nozzle for H01/H02F Placing Head : ,
157,H01/H02F,025,Pcs,H01/H02F Nozzle dia. 2.5  AA0HM00,24000 ,Spare Nozzle for H01/H02F Placing Head : ,
158,H01/H02F,037,Pcs,H01/H02F Nozzle dia. 3.7  AA0HN00,28800 ,Spare Nozzle for H01/H02F Placing Head : ,
159,H01/H02F,050,Pcs,H01/H02F Nozzle dia. 5.0  AA0HR00,28800 ,Spare Nozzle for H01/H02F Placing Head : ,
160,H01/H02F,070,Pcs,H01/H02F Nozzle dia. 7.0  AA08000,16000 ,Spare Nozzle for H01/H02F Placing Head : ,
161,H01/H02F,100,Pcs,H01/H02F Nozzle dia. 10.0  AA08100,16000 ,Spare Nozzle for H01/H02F Placing Head : ,
162,H01/H02F,150,Pcs,H01/H02F Nozzle dia. 15.0  AA08200,32000 ,Spare Nozzle for H01/H02F Placing Head : ,
163,H01/H02F,200,Pcs,H01/H02F Nozzle dia. 20.0  AA08300,16000 ,Spare Nozzle for H01/H02F Placing Head : ,
164,H01/H02F,013M,Pcs,H01/H02F Nozzle dia. 1.3M Melf   AA0MZ00,43200 ,Spare Nozzle for H01/H02F Placing Head : ,
165,H01/H02F,018M,Pcs,H01/H02F Nozzle dia. 1.8M Melf   AA11R00,43200 ,Spare Nozzle for H01/H02F Placing Head : ,
166,H01/H02F,025M,Pcs,H01/H02F Nozzle dia. 2.5M Melf   AA0ML00,43200 ,Spare Nozzle for H01/H02F Placing Head : ,
167,H01/H02F,025G,Pcs,H01/H02F Nozzle dia. 2.5G with rubber pad AA08400,21600 ,Spare Nozzle for H01/H02F Placing Head : ,
168,H01/H02F,037G,Pcs,H01/H02F Nozzle dia. 3.7G with rubber pad AA08500,21600 ,Spare Nozzle for H01/H02F Placing Head : ,
169,H01/H02F,050G,Pcs,H01/H02F Nozzle dia. 5.0G with rubber pad AA07200,21600 ,Spare Nozzle for H01/H02F Placing Head : ,
170,H01/H02F,070G,Pcs,H01/H02F Nozzle dia. 7.0G with rubber pad AA07300,30400 ,Spare Nozzle for H01/H02F Placing Head : ,
171,H01/H02F,100G,Pcs,H01/H02F Nozzle dia. 10.0G with rubber pad AA07400,21600 ,Spare Nozzle for H01/H02F Placing Head : ,
172,H01/H02F,150G,Pcs,H01/H02F Nozzle dia. 15.0G with rubber pad AA07500,35200 ,Spare Nozzle for H01/H02F Placing Head : ,
173,H01/H02F,200G,Pcs,H01/H02F Nozzle dia. 20.0G with rubber pad AA07600,21600 ,Spare Nozzle for H01/H02F Placing Head : ,
174,H01/H02F,,Set,Nozzle Storage Box AA78600,8000 ,Spare Nozzle for H01/H02F Placing Head : ,H01/H02F Nozzle / 40 nozzles can be stored
175,G04F,003,Pcs,G04F Nozzle dia. 0.3 AA6CX00,41600 ,Spare Nozzle for G04F Placing Head : ,
176,G04F,004,Pcs,G04F Nozzle dia. 0.4 AA6CY00,46400 ,Spare Nozzle for G04F Placing Head : ,
177,G04F,007,Pcs,G04F Nozzle dia. 0.7 AA6NM00,46400 ,Spare Nozzle for G04F Placing Head : ,
178,G04F,010,Pcs,G04F Nozzle dia. 1.0 AA6DA00,43200 ,Spare Nozzle for G04F Placing Head : ,
179,G04F,013,Pcs,G04F Nozzle dia. 1.3 AA6TW00,43200 ,Spare Nozzle for G04F Placing Head : ,
180,G04F,018,Pcs,G04F Nozzle dia. 1.8 AA6DC00,43200 ,Spare Nozzle for G04F Placing Head : ,
181,G04F,025,Pcs,G04F Nozzle dia. 2.5 AA6DD00,43200 ,Spare Nozzle for G04F Placing Head : ,
182,G04F,037,Pcs,G04F Nozzle dia. 3.7 AA6DE00,43200 ,Spare Nozzle for G04F Placing Head : ,
183,G04F,050,Pcs,G04F Nozzle dia. 5.0 AA6TD00,43200 ,Spare Nozzle for G04F Placing Head : ,
184,G04F,070,Pcs,G04F Nozzle dia. 7.0 AA6TM00,43200 ,Spare Nozzle for G04F Placing Head : ,
185,G04F,100,Pcs,G04F Nozzle dia. 10.0 AA6TE00,92800 ,Spare Nozzle for G04F Placing Head : ,
186,G04F,025G,Pcs,G04F Nozzle dia. 2.5G AA6DK00,46400 ,Spare Nozzle for G04F Placing Head : ,
187,G04F,037G,Pcs,G04F Nozzle dia. 3.7G AA6DL00,46400 ,Spare Nozzle for G04F Placing Head : ,
188,G04F,050G,Pcs,G04F Nozzle dia. 5.0G AA6DM00,46400 ,Spare Nozzle for G04F Placing Head : ,
189,G04F,070G,Pcs,G04F Nozzle dia. 7.0G AA6DN00,46400 ,Spare Nozzle for G04F Placing Head : ,
190,G04F,100G,Pcs,G04F Nozzle dia. 10.0G A6DR00,46400 ,Spare Nozzle for G04F Placing Head : ,
191,G04F,,Set,Nozzle Storage Box AA6SH00,8000 ,Spare Nozzle for G04F Placing Head : , (G04F / 54 nozzles  can be stored) 
192,OF,010,Pcs,Nozzle dia. 1.0 AA1CB00,94400 ,Spare Nozzle for OF Head : ,
193,OF,013,Pcs,Nozzle dia. 1.3 AA1CC00,94400 ,Spare Nozzle for OF Head : ,
194,OF,018,Pcs,Nozzle dia. 1.8 AA1CD00,94400 ,Spare Nozzle for OF Head : ,
195,OF,025,Pcs,Nozzle dia. 2.5 AA1CE00,94400 ,Spare Nozzle for OF Head : ,
196,OF,037,Pcs,Nozzle dia. 3.7 AA1CF00,94400 ,Spare Nozzle for OF Head : ,
197,OF,050,Pcs,Nozzle dia. 5.0 AA1CG00,94400 ,Spare Nozzle for OF Head : ,
198,OF,070,Pcs,Nozzle dia. 7.0 AA1CH00,104000 ,Spare Nozzle for OF Head : ,
199,OF,100,Pcs,Nozzle dia. 10.0 AA1CK00,104000 ,Spare Nozzle for OF Head : ,
